00x0L,chmod_or_fchmod,00x0L,0,1,0,0,0,2,0,0,2,0.0
00x8L,chmod_or_fchmod,00x0L,1,0,0,0,0,2,0,0,1,0.0833333333333
00x10L,chmod_or_fchmod,00x0L,2,0,0,0,0,1,0,0,1,0.0
00x14L,chmod_or_fchmod,00x0L,3,0,0,0,0,1,0,0,1,0.0833333333333
00x18L,chmod_or_fchmod,00x0L,4,0,0,0,0,1,0,0,1,0.0
00x1cL,file_has_acl,00x1cL,0,1,0,0,0,2,0,0,0,0.0
00x24L,copy_acl,00x24L,0,1,0,0,0,6,0,0,2,0.0
00x3cL,copy_acl,00x24L,1,0,0,0,0,2,0,0,1,0.0833333333333
00x8cL,copy_acl,00x24L,2,0,0,0,0,2,0,0,1,0.0833333333333
00x44L,copy_acl,00x24L,3,0,0,0,0,1,0,0,1,0.0
00x94L,copy_acl,00x24L,4,0,0,0,0,1,0,0,1,0.0
00x44L,sub_44,00x44L,0,0,0,0,0,2,0,0,1,0.0
00x4cL,sub_44,00x44L,1,0,0,0,0,1,0,0,2,0.333333333333
00x50L,sub_44,00x44L,2,0,0,0,0,1,0,0,1,0.0
00x7cL,sub_44,00x44L,3,0,0,0,0,1,0,0,0,0.0
00x50L,sub_50,00x50L,0,0,0,0,0,4,0,0,1,0.0
00x60L,sub_50,00x50L,1,0,0,0,0,1,0,0,1,0.0
00x60L,sub_60,00x60L,0,2,0,0,0,6,0,0,1,0.0
00x78L,sub_60,00x60L,1,0,0,0,0,1,0,0,1,0.0
00x78L,sub_78,00x78L,0,0,0,0,0,1,0,0,1,0.0
00x7cL,sub_78,00x78L,1,0,0,0,0,4,0,0,0,0.0
00x94L,sub_94,00x94L,0,0,0,0,0,3,0,0,1,0.0
00x4cL,sub_94,00x94L,1,0,0,0,0,1,0,0,2,0.0
00xa0L,set_acl,00xa0L,0,1,0,0,0,6,0,0,2,0.0
00xb8L,set_acl,00xa0L,1,0,0,0,0,2,0,0,1,0.0833333333333
00x108L,set_acl,00xa0L,2,0,0,0,0,1,0,0,1,0.0833333333333
00xc0L,set_acl,00xa0L,3,0,0,0,0,1,0,0,1,0.0
00x10cL,set_acl,00xa0L,4,0,0,0,0,1,0,0,1,0.0
00xc0L,sub_C0,00xc0L,0,0,0,0,0,2,0,0,1,0.0
00xc8L,sub_C0,00xc0L,1,0,0,0,0,1,0,0,2,0.333333333333
00xccL,sub_C0,00xc0L,2,0,0,0,0,1,0,0,1,0.0
00xf8L,sub_C0,00xc0L,3,0,0,0,0,1,0,0,0,0.0
00xccL,sub_CC,00xccL,0,0,0,0,0,4,0,0,1,0.0
00xdcL,sub_CC,00xccL,1,0,0,0,0,1,0,0,1,0.0
00xdcL,sub_DC,00xdcL,0,2,0,0,0,6,0,0,1,0.0
00xf4L,sub_DC,00xdcL,1,0,0,0,0,1,0,0,1,0.0
00xf4L,sub_F4,00xf4L,0,0,0,0,0,1,0,0,1,0.0
00xf8L,sub_F4,00xf4L,1,0,0,0,0,4,0,0,0,0.0
00x10cL,sub_10C,00x10cL,0,0,0,0,0,3,0,0,1,0.0
00xc8L,sub_10C,00x10cL,1,0,0,0,0,1,0,0,2,0.0
10x0L,mallocsa,10x0L,0,1,0,0,0,5,0,0,2,0.0
10x14L,mallocsa,10x0L,1,0,0,0,0,1,0,0,2,0.0
10x68L,mallocsa,10x0L,2,1,0,0,0,1,0,0,0,0.0
10x14L,sub_14,10x14L,0,0,0,0,0,3,0,0,2,0.0
